Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	BFO:0000185	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000186	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000187	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000188	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000189	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000190	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000191	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000192	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000193	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000194	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000195	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000196	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000197	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000198	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000199	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000200	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000201	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000202	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000203	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000204	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000205	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000206	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000207	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000208	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000209	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000210	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000211	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000212	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000213	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000214	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000215	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000216	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000217	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000218	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000219	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000220	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000221	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000222	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000223	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000224	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000225	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000226	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000227	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000228	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000229	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000230	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000231	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000232	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000233	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000234	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000235	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000236	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000237	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000238	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000239	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000240	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000241	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000242	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000243	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000244	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000245	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000246	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000247	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000248	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000249	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000250	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000251	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000252	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000253	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000254	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000255	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000256	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000257	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000258	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000259	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000260	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000261	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000262	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000263	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000264	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000265	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000266	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000267	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000268	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000269	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000270	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000271	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000272	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000273	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000274	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000275	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000276	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000277	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000278	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000279	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000280	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000281	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000282	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000283	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000284	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000285	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000286	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000287	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000288	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000289	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000290	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000291	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000292	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000293	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000294	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000295	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000296	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000297	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000298	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000299	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000300	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000301	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000302	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000303	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000304	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000305	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000306	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000307	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000308	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000309	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000310	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000311	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000312	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000313	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000314	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000315	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000316	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000317	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000318	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000319	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000320	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000321	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000322	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000323	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000324	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000325	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000326	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000327	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000328	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000329	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000330	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000331	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000332	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000333	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000334	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000335	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000336	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000337	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000338	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000339	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000340	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000341	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000342	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000343	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000344	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000345	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000346	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000347	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000348	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000349	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000350	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000351	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000352	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000353	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000354	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000355	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000356	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000357	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000358	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000359	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000360	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000361	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000362	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000363	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000364	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000365	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000366	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000367	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000368	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000369	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000370	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000371	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000372	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000373	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000374	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000375	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000376	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000377	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000378	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000379	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000380	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000381	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000382	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000383	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000384	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000385	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000386	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000387	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000388	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000389	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000390	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000391	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000392	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000393	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000394	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000395	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000396	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000397	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000398	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000399	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000400	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000401	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000402	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000403	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000404	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000405	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000406	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000407	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000408	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000409	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000410	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000411	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000412	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000413	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000414	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000415	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000416	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000417	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000418	rdfs:subClassOf		
