Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	BFO:0000149	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000150	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000151	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000152	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000153	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000154	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000155	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000156	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000157	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000158	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000159	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000160	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000161	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000162	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000163	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000164	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000165	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000166	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000167	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000168	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000169	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000170	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000171	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000172	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000173	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000174	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000175	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000176	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000177	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000178	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000179	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000180	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000181	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000183	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000184	rdfs:subClassOf		
